2,5,2,992,344
2,5,2.2,1000,550
2,5,2.4,1000,746
2,5,2.6,1000,873
2,5,2.8,1000,963
2,5,3,1000,992
2,5,3.2,1000,1000
2,5,3.4,1000,1000
2,5,3.6,1000,1000
2,5,3.8,1000,1000
2,5,4,1000,1000
2,5,4.2,1000,1000
2,5,4.4,1000,1000
2,5,4.6,1000,1000
2,5,4.8,1000,1000
2,5,5,1000,1000
2,10,2,995,286
2,10,2.2,998,561
2,10,2.4,999,830
2,10,2.6,1000,951
2,10,2.8,1000,991
2,10,3,1000,1000
2,10,3.2,1000,1000
2,10,3.4,1000,1000
2,10,3.6,1000,1000
2,10,3.8,1000,1000
2,10,4,1000,1000
2,10,4.2,1000,1000
2,10,4.4,1000,1000
2,10,4.6,1000,1000
2,10,4.8,1000,1000
2,10,5,1000,1000
2,15,2,998,272
2,15,2.2,997,646
2,15,2.4,1000,877
2,15,2.6,1000,979
2,15,2.8,1000,999
2,15,3,1000,1000
2,15,3.2,1000,1000
2,15,3.4,1000,1000
2,15,3.6,1000,1000
2,15,3.8,1000,1000
2,15,4,1000,1000
2,15,4.2,1000,1000
2,15,4.4,1000,1000
2,15,4.6,1000,1000
2,15,4.8,1000,1000
2,15,5,1000,1000
2,20,2,997,226
2,20,2.2,999,687
2,20,2.4,1000,937
2,20,2.6,1000,990
2,20,2.8,1000,1000
2,20,3,1000,1000
2,20,3.2,1000,1000
2,20,3.4,1000,1000
2,20,3.6,1000,1000
2,20,3.8,1000,1000
2,20,4,1000,1000
2,20,4.2,1000,1000
2,20,4.4,1000,1000
2,20,4.6,1000,1000
2,20,4.8,1000,1000
2,20,5,1000,1000
2,25,2,995,220
2,25,2.2,1000,712
2,25,2.4,1000,955
2,25,2.6,1000,994
2,25,2.8,1000,1000
2,25,3,1000,1000
2,25,3.2,1000,1000
2,25,3.4,1000,1000
2,25,3.6,1000,1000
2,25,3.8,1000,1000
2,25,4,1000,1000
2,25,4.2,1000,1000
2,25,4.4,1000,1000
2,25,4.6,1000,1000
2,25,4.8,1000,1000
2,25,5,1000,1000
2,30,2,999,224
2,30,2.2,999,734
2,30,2.4,1000,974
2,30,2.6,1000,998
2,30,2.8,1000,1000
2,30,3,1000,1000
2,30,3.2,1000,1000
2,30,3.4,1000,1000
2,30,3.6,1000,1000
2,30,3.8,1000,1000
2,30,4,1000,1000
2,30,4.2,1000,1000
2,30,4.4,1000,1000
2,30,4.6,1000,1000
2,30,4.8,1000,1000
2,30,5,1000,1000
3,5,2,997,663
3,5,2.2,1000,842
3,5,2.4,1000,944
3,5,2.6,1000,977
3,5,2.8,1000,995
3,5,3,1000,999
3,5,3.2,1000,1000
3,5,3.4,1000,1000
3,5,3.6,1000,1000
3,5,3.8,1000,1000
3,5,4,1000,1000
3,5,4.2,1000,1000
3,5,4.4,1000,1000
3,5,4.6,1000,1000
3,5,4.8,1000,1000
3,5,5,1000,1000
3,10,2,1000,688
3,10,2.2,1000,879
3,10,2.4,1000,966
3,10,2.6,1000,993
3,10,2.8,1000,999
3,10,3,1000,1000
3,10,3.2,1000,1000
3,10,3.4,1000,1000
3,10,3.6,1000,1000
3,10,3.8,1000,1000
3,10,4,1000,1000
3,10,4.2,1000,1000
3,10,4.4,1000,1000
3,10,4.6,1000,1000
3,10,4.8,1000,1000
3,10,5,1000,1000
3,15,2,1000,700
3,15,2.2,1000,930
3,15,2.4,1000,994
3,15,2.6,1000,1000
3,15,2.8,1000,1000
3,15,3,1000,1000
3,15,3.2,1000,1000
3,15,3.4,1000,1000
3,15,3.6,1000,1000
3,15,3.8,1000,1000
3,15,4,1000,1000
3,15,4.2,1000,1000
3,15,4.4,1000,1000
3,15,4.6,1000,1000
3,15,4.8,1000,1000
3,15,5,1000,1000
3,20,2,999,710
3,20,2.2,1000,937
3,20,2.4,1000,991
3,20,2.6,1000,1000
3,20,2.8,1000,1000
3,20,3,1000,1000
3,20,3.2,1000,1000
3,20,3.4,1000,1000
3,20,3.6,1000,1000
3,20,3.8,1000,1000
3,20,4,1000,1000
3,20,4.2,1000,1000
3,20,4.4,1000,1000
3,20,4.6,1000,1000
3,20,4.8,1000,1000
3,20,5,1000,1000
3,25,2,1000,717
3,25,2.2,1000,957
3,25,2.4,1000,998
3,25,2.6,1000,999
3,25,2.8,1000,1000
3,25,3,1000,1000
3,25,3.2,1000,1000
3,25,3.4,1000,1000
3,25,3.6,1000,1000
3,25,3.8,1000,1000
3,25,4,1000,1000
3,25,4.2,1000,1000
3,25,4.4,1000,1000
3,25,4.6,1000,1000
3,25,4.8,1000,1000
3,25,5,1000,1000
3,30,2,1000,716
3,30,2.2,1000,942
3,30,2.4,1000,998
3,30,2.6,1000,1000
3,30,2.8,1000,1000
3,30,3,1000,1000
3,30,3.2,1000,1000
3,30,3.4,1000,1000
3,30,3.6,1000,1000
3,30,3.8,1000,1000
3,30,4,1000,1000
3,30,4.2,1000,1000
3,30,4.4,1000,1000
3,30,4.6,1000,1000
3,30,4.8,1000,1000
3,30,5,1000,1000
4,5,2,1000,841
4,5,2.2,1000,937
4,5,2.4,1000,986
4,5,2.6,1000,995
4,5,2.8,1000,999
4,5,3,1000,1000
4,5,3.2,1000,1000
4,5,3.4,1000,1000
4,5,3.6,1000,1000
4,5,3.8,1000,1000
4,5,4,1000,1000
4,5,4.2,1000,1000
